Partno,Judgment,Word Pair,Judged Value,Recall
45,Thematic,Rocket...Moon,80,1
46,Thematic,Rocket...Moon,50,1
47,Thematic,Rocket...Moon,100,0
48,Thematic,Rocket...Moon,98,1
49,Thematic,Rocket...Moon,20,1
50,Thematic,Rocket...Moon,60,1
51,Thematic,Rocket...Moon,25,1
52,Thematic,Rocket...Moon,60,0
53,Thematic,Rocket...Moon,70,NA
54,Thematic,Rocket...Moon,85,1
55,Thematic,Rocket...Moon,80,1
56,Thematic,Rocket...Moon,50,1
57,Thematic,Rocket...Moon,60,0
58,Thematic,Rocket...Moon,70,1
59,Thematic,Rocket...Moon,75,1
60,Thematic,Rocket...Moon,25,1
61,Thematic,Rocket...Moon,85,1
62,Thematic,Rocket...Moon,40,1
63,Thematic,Rocket...Moon,40,0
64,Thematic,Rocket...Moon,70,1
65,Thematic,Rocket...Moon,40,1
66,Thematic,Rocket...Moon,70,1
67,Thematic,Rocket...Moon,80,1
68,Thematic,Rocket...Moon,90,1
69,Thematic,Rocket...Moon,100,0
70,Thematic,Rocket...Moon,65,1
71,Thematic,Rocket...Moon,9,0
72,Thematic,Rocket...Moon,100,1
73,Thematic,Rocket...Moon,80,1
74,Thematic,Rocket...Moon,56,1
75,Thematic,Rocket...Moon,90,1
76,Thematic,Rocket...Moon,0,0
77,Thematic,Rocket...Moon,65,0
78,Thematic,Rocket...Moon,10,0
79,Semantic,Rocket...Moon,50,1
80,Semantic,Rocket...Moon,20,1
81,Semantic,Rocket...Moon,30,1
82,Semantic,Rocket...Moon,35,0
83,Semantic,Rocket...Moon,10,1
84,Semantic,Rocket...Moon,65,NA
85,Semantic,Rocket...Moon,60,0
86,Semantic,Rocket...Moon,NA,1
87,Semantic,Rocket...Moon,95,1
88,Semantic,Rocket...Moon,90,1
89,Semantic,Rocket...Moon,50,1
90,Semantic,Rocket...Moon,NA,NA
91,Semantic,Rocket...Moon,100,NA
92,Semantic,Rocket...Moon,98,0
93,Semantic,Rocket...Moon,95,1
94,Semantic,Rocket...Moon,100,0
95,Semantic,Rocket...Moon,50,1
96,Semantic,Rocket...Moon,50,0
97,Semantic,Rocket...Moon,70,1
98,Semantic,Rocket...Moon,80,NA
99,Semantic,Rocket...Moon,89,0
100,Semantic,Rocket...Moon,90,1
101,Semantic,Rocket...Moon,75,0
102,Semantic,Rocket...Moon,50,1
103,Semantic,Rocket...Moon,60,NA
104,Semantic,Rocket...Moon,76,1
105,Semantic,Rocket...Moon,40,1
106,Semantic,Rocket...Moon,NA,1
107,Semantic,Rocket...Moon,62,0
108,Semantic,Rocket...Moon,100,0
109,Semantic,Rocket...Moon,50,1
110,Semantic,Rocket...Moon,60,1
111,Semantic,Rocket...Moon,50,1
112,Semantic,Rocket...Moon,10,1
113,Semantic,Rocket...Moon,40,1
114,Semantic,Rocket...Moon,NA,NA
115,Semantic,Rocket...Moon,40,1
116,Semantic,Rocket...Moon,25,1
117,Semantic,Rocket...Moon,100,1
118,Semantic,Rocket...Moon,0,1
119,Semantic,Rocket...Moon,NA,1
120,Semantic,Rocket...Moon,5,0
121,Semantic,Rocket...Moon,40,1
122,Semantic,Rocket...Moon,50,1
123,Semantic,Rocket...Moon,20,1
124,Semantic,Rocket...Moon,70,1
125,Semantic,Rocket...Moon,30,1
126,Semantic,Rocket...Moon,50,1
127,Semantic,Rocket...Moon,8,1
128,Semantic,Rocket...Moon,0,0
129,Semantic,Rocket...Moon,0,0
130,Semantic,Rocket...Moon,70,1
131,Semantic,Rocket...Moon,30,1
132,Semantic,Rocket...Moon,40,0
133,Semantic,Rocket...Moon,60,1
314,Semantic,Rocket...Moon,30,1
135,Semantic,Rocket...Moon,NA,1
136,Semantic,Rocket...Moon,50,0
137,Semantic,Rocket...Moon,90,0
138,Semantic,Rocket...Moon,10,1
139,Semantic,Rocket...Moon,45,NA
140,Semantic,Rocket...Moon,80,NA
141,Semantic,Rocket...Moon,25,1
142,Semantic,Rocket...Moon,5,1
143,Semantic,Rocket...Moon,100,0
144,Semantic,Rocket...Moon,NA,NA
145,Semantic,Rocket...Moon,30,1
146,Semantic,Rocket...Moon,25,1
147,Associative,Rocket...Moon,30,1
148,Associative,Rocket...Moon,70,1
149,Associative,Rocket...Moon,100,1
150,Associative,Rocket...Moon,80,1
151,Associative,Rocket...Moon,65,NA
152,Associative,Rocket...Moon,65,NA
153,Associative,Rocket...Moon,80,1
154,Associative,Rocket...Moon,80,0
155,Associative,Rocket...Moon,NA,1
156,Associative,Rocket...Moon,88,0
157,Associative,Rocket...Moon,90,0
158,Associative,Rocket...Moon,100,1
159,Associative,Rocket...Moon,50,1
160,Associative,Rocket...Moon,50,1
161,Associative,Rocket...Moon,55,0
162,Associative,Rocket...Moon,95,1
163,Associative,Rocket...Moon,90,1
164,Associative,Rocket...Moon,25,0
165,Associative,Rocket...Moon,70,0
166,Associative,Rocket...Moon,100,0
167,Associative,Rocket...Moon,100,1
168,Associative,Rocket...Moon,38,0
169,Associative,Rocket...Moon,100,1
170,Associative,Rocket...Moon,80,1
171,Associative,Rocket...Moon,50,1
172,Associative,Rocket...Moon,50,1
173,Associative,Rocket...Moon,70,0
174,Associative,Rocket...Moon,40,1
175,Associative,Rocket...Moon,45,NA
176,Associative,Rocket...Moon,45,1
177,Associative,Rocket...Moon,100,1
178,Associative,Rocket...Moon,100,1
179,Associative,Rocket...Moon,70,1
180,Associative,Rocket...Moon,85,0
181,Associative,Rocket...Moon,10,1
182,Associative,Rocket...Moon,50,0
183,Associative,Rocket...Moon,85,0
184,Associative,Rocket...Moon,75,0
185,Associative,Rocket...Moon,70,0
186,Associative,Rocket...Moon,50,1
187,Associative,Rocket...Moon,80,1
188,Associative,Rocket...Moon,40,1
189,Associative,Rocket...Moon,27,1
190,Associative,Rocket...Moon,80,1
191,Associative,Rocket...Moon,60,0
192,Associative,Rocket...Moon,35,0
193,Associative,Rocket...Moon,NA,1
194,Associative,Rocket...Moon,95,1
195,Associative,Rocket...Moon,70,1
196,Associative,Rocket...Moon,55,1
197,Associative,Rocket...Moon,NA,NA
198,Associative,Rocket...Moon,70,1
199,Associative,Rocket...Moon,90,0
200,Associative,Rocket...Moon,85,0
201,Associative,Rocket...Moon,35,0
202,Associative,Rocket...Moon,5,1
203,Associative,Rocket...Moon,100,0
204,Associative,Rocket...Moon,20,1
205,Associative,Rocket...Moon,90,0
206,Associative,Rocket...Moon,90,NA
207,Associative,Rocket...Moon,80,0
208,Associative,Rocket...Moon,70,0
209,Associative,Rocket...Moon,100,1
210,Associative,Rocket...Moon,70,0
211,Associative,Rocket...Moon,60,1
212,Associative,Rocket...Moon,70,1
213,Associative,Rocket...Moon,76,1
214,Associative,Rocket...Moon,100,NA
215,Associative,Rocket...Moon,35,1
216,Associative,Rocket...Moon,70,1
217,Associative,Rocket...Moon,95,0
218,Associative,Rocket...Moon,70,1
219,Associative,Rocket...Moon,50,0
220,Associative,Rocket...Moon,25,1
221,Associative,Rocket...Moon,20,1
1,Thematic,Envelope...Mail,80,1
2,Thematic,Envelope...Mail,100,1
3,Thematic,Envelope...Mail,90,1
4,Thematic,Envelope...Mail,90,0
5,Thematic,Envelope...Mail,NA,NA
6,Thematic,Envelope...Mail,95,1
7,Thematic,Envelope...Mail,69,1
8,Thematic,Envelope...Mail,90,1
9,Thematic,Envelope...Mail,100,1
10,Thematic,Envelope...Mail,80,NA
11,Thematic,Envelope...Mail,100,0
12,Thematic,Envelope...Mail,45,1
13,Thematic,Envelope...Mail,95,0
14,Thematic,Envelope...Mail,90,0
15,Thematic,Envelope...Mail,14,0
16,Thematic,Envelope...Mail,90,1
17,Thematic,Envelope...Mail,20,NA
18,Thematic,Envelope...Mail,75,1
19,Thematic,Envelope...Mail,80,0
20,Thematic,Envelope...Mail,95,1
21,Thematic,Envelope...Mail,30,NA
22,Thematic,Envelope...Mail,80,0
23,Thematic,Envelope...Mail,65,0
24,Thematic,Envelope...Mail,80,0
25,Thematic,Envelope...Mail,81,1
26,Thematic,Envelope...Mail,85,0
27,Thematic,Envelope...Mail,10,0
28,Thematic,Envelope...Mail,100,0
29,Thematic,Envelope...Mail,85,0
30,Thematic,Envelope...Mail,75,0
31,Thematic,Envelope...Mail,60,0
32,Thematic,Envelope...Mail,100,1
33,Thematic,Envelope...Mail,90,0
34,Thematic,Envelope...Mail,40,0
35,Thematic,Envelope...Mail,65,0
36,Thematic,Envelope...Mail,90,0
37,Thematic,Envelope...Mail,90,1
38,Thematic,Envelope...Mail,100,0
39,Thematic,Envelope...Mail,100,1
40,Thematic,Envelope...Mail,90,1
41,Thematic,Envelope...Mail,100,1
42,Thematic,Envelope...Mail,80,0
43,Thematic,Envelope...Mail,NA,0
44,Thematic,Envelope...Mail,40,1
45,Thematic,Envelope...Mail,95,1
46,Thematic,Envelope...Mail,80,1
47,Thematic,Envelope...Mail,100,0
48,Thematic,Envelope...Mail,80,0
49,Thematic,Envelope...Mail,90,0
50,Thematic,Envelope...Mail,70,0
51,Thematic,Envelope...Mail,75,1
52,Thematic,Envelope...Mail,70,0
53,Thematic,Envelope...Mail,60,NA
54,Thematic,Envelope...Mail,65,1
55,Thematic,Envelope...Mail,70,0
56,Thematic,Envelope...Mail,80,1
57,Thematic,Envelope...Mail,70,0
58,Thematic,Envelope...Mail,95,1
59,Thematic,Envelope...Mail,90,1
60,Thematic,Envelope...Mail,50,0
61,Thematic,Envelope...Mail,80,1
62,Thematic,Envelope...Mail,100,1
63,Thematic,Envelope...Mail,70,0
64,Thematic,Envelope...Mail,40,1
65,Thematic,Envelope...Mail,95,1
66,Thematic,Envelope...Mail,90,0
67,Thematic,Envelope...Mail,90,0
68,Thematic,Envelope...Mail,100,1
69,Thematic,Envelope...Mail,90,0
70,Thematic,Envelope...Mail,50,1
71,Thematic,Envelope...Mail,90,0
72,Thematic,Envelope...Mail,100,0
73,Thematic,Envelope...Mail,80,1
74,Thematic,Envelope...Mail,100,0
75,Thematic,Envelope...Mail,100,1
76,Thematic,Envelope...Mail,0,0
77,Thematic,Envelope...Mail,85,0
78,Thematic,Envelope...Mail,10,0
79,Semantic,Envelope...Mail,65,0
80,Semantic,Envelope...Mail,70,1
81,Semantic,Envelope...Mail,70,0
82,Semantic,Envelope...Mail,50,0
83,Semantic,Envelope...Mail,70,1
84,Semantic,Envelope...Mail,50,NA
85,Semantic,Envelope...Mail,70,0
86,Semantic,Envelope...Mail,NA,0
87,Semantic,Envelope...Mail,100,1
88,Semantic,Envelope...Mail,98,1
89,Semantic,Envelope...Mail,90,0
90,Semantic,Envelope...Mail,NA,NA
91,Semantic,Envelope...Mail,100,0
92,Semantic,Envelope...Mail,0,0
93,Semantic,Envelope...Mail,95,0
94,Semantic,Envelope...Mail,100,1
95,Semantic,Envelope...Mail,75,1
96,Semantic,Envelope...Mail,75,1
97,Semantic,Envelope...Mail,80,1
98,Semantic,Envelope...Mail,45,NA
99,Semantic,Envelope...Mail,75,0
100,Semantic,Envelope...Mail,90,0
101,Semantic,Envelope...Mail,100,0
102,Semantic,Envelope...Mail,70,0
103,Semantic,Envelope...Mail,60,NA
104,Semantic,Envelope...Mail,96,0
105,Semantic,Envelope...Mail,50,1
106,Semantic,Envelope...Mail,NA,1
107,Semantic,Envelope...Mail,85,0
108,Semantic,Envelope...Mail,90,0
109,Semantic,Envelope...Mail,50,1
110,Semantic,Envelope...Mail,75,1
111,Semantic,Envelope...Mail,90,1
112,Semantic,Envelope...Mail,30,1
113,Semantic,Envelope...Mail,70,0
114,Semantic,Envelope...Mail,NA,NA
115,Semantic,Envelope...Mail,80,1
116,Semantic,Envelope...Mail,85,0
117,Semantic,Envelope...Mail,100,1
118,Semantic,Envelope...Mail,50,1
119,Semantic,Envelope...Mail,NA,1
120,Semantic,Envelope...Mail,11,0
121,Semantic,Envelope...Mail,70,1
122,Semantic,Envelope...Mail,95,0
123,Semantic,Envelope...Mail,80,0
124,Semantic,Envelope...Mail,90,0
125,Semantic,Envelope...Mail,70,0
126,Semantic,Envelope...Mail,100,0
127,Semantic,Envelope...Mail,65,1
128,Semantic,Envelope...Mail,100,1
129,Semantic,Envelope...Mail,100,1
130,Semantic,Envelope...Mail,80,1
131,Semantic,Envelope...Mail,70,0
132,Semantic,Envelope...Mail,65,1
133,Semantic,Envelope...Mail,75,1
314,Semantic,Envelope...Mail,60,0
135,Semantic,Envelope...Mail,NA,1
136,Semantic,Envelope...Mail,100,0
137,Semantic,Envelope...Mail,70,0
138,Semantic,Envelope...Mail,95,0
139,Semantic,Envelope...Mail,46,NA
140,Semantic,Envelope...Mail,80,NA
141,Semantic,Envelope...Mail,100,1
142,Semantic,Envelope...Mail,5,0
143,Semantic,Envelope...Mail,100,0
144,Semantic,Envelope...Mail,NA,0
145,Semantic,Envelope...Mail,90,1
146,Semantic,Envelope...Mail,80,1
147,Associative,Envelope...Mail,100,1
148,Associative,Envelope...Mail,50,1
149,Associative,Envelope...Mail,100,1
150,Associative,Envelope...Mail,95,0
151,Associative,Envelope...Mail,55,NA
152,Associative,Envelope...Mail,56,NA
153,Associative,Envelope...Mail,100,0
154,Associative,Envelope...Mail,95,0
155,Associative,Envelope...Mail,NA,0
156,Associative,Envelope...Mail,100,1
157,Associative,Envelope...Mail,90,0
158,Associative,Envelope...Mail,90,0
159,Associative,Envelope...Mail,80,0
160,Associative,Envelope...Mail,100,0
161,Associative,Envelope...Mail,48,0
162,Associative,Envelope...Mail,90,1
163,Associative,Envelope...Mail,90,0
164,Associative,Envelope...Mail,100,0
165,Associative,Envelope...Mail,100,0
166,Associative,Envelope...Mail,0,0
167,Associative,Envelope...Mail,90,1
168,Associative,Envelope...Mail,84,0
169,Associative,Envelope...Mail,100,1
170,Associative,Envelope...Mail,80,0
171,Associative,Envelope...Mail,80,0
172,Associative,Envelope...Mail,100,1
173,Associative,Envelope...Mail,95,0
174,Associative,Envelope...Mail,75,1
175,Associative,Envelope...Mail,100,1
176,Associative,Envelope...Mail,55,1
177,Associative,Envelope...Mail,100,1
178,Associative,Envelope...Mail,100,NA
179,Associative,Envelope...Mail,90,1
180,Associative,Envelope...Mail,100,0
181,Associative,Envelope...Mail,90,1
182,Associative,Envelope...Mail,100,0
183,Associative,Envelope...Mail,100,NA
184,Associative,Envelope...Mail,55,0
185,Associative,Envelope...Mail,50,0
186,Associative,Envelope...Mail,80,1
187,Associative,Envelope...Mail,100,0
188,Associative,Envelope...Mail,70,0
189,Associative,Envelope...Mail,73,0
190,Associative,Envelope...Mail,90,NA
191,Associative,Envelope...Mail,70,0
192,Associative,Envelope...Mail,65,1
193,Associative,Envelope...Mail,NA,0
194,Associative,Envelope...Mail,100,1
195,Associative,Envelope...Mail,10,1
196,Associative,Envelope...Mail,80,0
197,Associative,Envelope...Mail,NA,NA
198,Associative,Envelope...Mail,50,0
199,Associative,Envelope...Mail,70,0
200,Associative,Envelope...Mail,85,0
201,Associative,Envelope...Mail,100,1
202,Associative,Envelope...Mail,60,0
203,Associative,Envelope...Mail,100,0
204,Associative,Envelope...Mail,58,1
205,Associative,Envelope...Mail,100,0
206,Associative,Envelope...Mail,77,NA
207,Associative,Envelope...Mail,80,1
208,Associative,Envelope...Mail,70,0
209,Associative,Envelope...Mail,100,0
210,Associative,Envelope...Mail,55,1
211,Associative,Envelope...Mail,85,1
212,Associative,Envelope...Mail,80,0
213,Associative,Envelope...Mail,93,0
214,Associative,Envelope...Mail,100,1
215,Associative,Envelope...Mail,100,0
216,Associative,Envelope...Mail,45,1
217,Associative,Envelope...Mail,95,1
218,Associative,Envelope...Mail,90,1
219,Associative,Envelope...Mail,90,0
220,Associative,Envelope...Mail,100,1
221,Associative,Envelope...Mail,50,0
1,Thematic,Chapel...Temple,80,0
2,Thematic,Chapel...Temple,85,0
3,Thematic,Chapel...Temple,85,1
4,Thematic,Chapel...Temple,40,1
5,Thematic,Chapel...Temple,NA,NA
6,Thematic,Chapel...Temple,99,1
7,Thematic,Chapel...Temple,90,0
8,Thematic,Chapel...Temple,80,1
9,Thematic,Chapel...Temple,100,1
10,Thematic,Chapel...Temple,55,NA
11,Thematic,Chapel...Temple,75,1
12,Thematic,Chapel...Temple,40,1
13,Thematic,Chapel...Temple,10,0
14,Thematic,Chapel...Temple,80,1
15,Thematic,Chapel...Temple,25,0
16,Thematic,Chapel...Temple,60,0
17,Thematic,Chapel...Temple,30,NA
18,Thematic,Chapel...Temple,50,1
19,Thematic,Chapel...Temple,50,0
20,Thematic,Chapel...Temple,45,0
21,Thematic,Chapel...Temple,40,NA
22,Thematic,Chapel...Temple,80,0
23,Thematic,Chapel...Temple,75,0
24,Thematic,Chapel...Temple,55,0
25,Thematic,Chapel...Temple,41,1
26,Thematic,Chapel...Temple,55,1
27,Thematic,Chapel...Temple,40,0
28,Thematic,Chapel...Temple,100,0
29,Thematic,Chapel...Temple,90,0
30,Thematic,Chapel...Temple,75,0
31,Thematic,Chapel...Temple,30,0
32,Thematic,Chapel...Temple,90,0
33,Thematic,Chapel...Temple,50,0
34,Thematic,Chapel...Temple,53,0
35,Thematic,Chapel...Temple,75,1
36,Thematic,Chapel...Temple,90,0
37,Thematic,Chapel...Temple,90,1
38,Thematic,Chapel...Temple,100,0
39,Thematic,Chapel...Temple,100,1
40,Thematic,Chapel...Temple,40,0
41,Thematic,Chapel...Temple,100,0
42,Thematic,Chapel...Temple,80,0
43,Thematic,Chapel...Temple,NA,1
44,Thematic,Chapel...Temple,100,0
45,Thematic,Chapel...Temple,70,1
46,Thematic,Chapel...Temple,40,1
47,Thematic,Chapel...Temple,70,0
48,Thematic,Chapel...Temple,99,1
49,Thematic,Chapel...Temple,20,0
50,Thematic,Chapel...Temple,40,1
51,Thematic,Chapel...Temple,25,1
52,Thematic,Chapel...Temple,60,0
53,Thematic,Chapel...Temple,40,NA
54,Thematic,Chapel...Temple,55,1
55,Thematic,Chapel...Temple,60,1
56,Thematic,Chapel...Temple,70,0
57,Thematic,Chapel...Temple,70,1
58,Thematic,Chapel...Temple,65,1
59,Thematic,Chapel...Temple,30,1
60,Thematic,Chapel...Temple,100,1
61,Thematic,Chapel...Temple,66,1
62,Thematic,Chapel...Temple,50,1
63,Thematic,Chapel...Temple,60,0
64,Thematic,Chapel...Temple,60,1
65,Thematic,Chapel...Temple,100,1
66,Thematic,Chapel...Temple,88,0
67,Thematic,Chapel...Temple,50,1
68,Thematic,Chapel...Temple,90,0
69,Thematic,Chapel...Temple,80,0
70,Thematic,Chapel...Temple,35,0
71,Thematic,Chapel...Temple,90,0
72,Thematic,Chapel...Temple,100,NA
73,Thematic,Chapel...Temple,80,1
74,Thematic,Chapel...Temple,100,1
75,Thematic,Chapel...Temple,90,1
76,Thematic,Chapel...Temple,0,0
77,Thematic,Chapel...Temple,75,0
78,Thematic,Chapel...Temple,10,0
79,Semantic,Chapel...Temple,70,0
80,Semantic,Chapel...Temple,75,1
81,Semantic,Chapel...Temple,80,0
82,Semantic,Chapel...Temple,35,0
83,Semantic,Chapel...Temple,80,0
84,Semantic,Chapel...Temple,75,NA
85,Semantic,Chapel...Temple,50,0
86,Semantic,Chapel...Temple,NA,0
87,Semantic,Chapel...Temple,10,0
88,Semantic,Chapel...Temple,65,1
89,Semantic,Chapel...Temple,50,0
90,Semantic,Chapel...Temple,NA,NA
91,Semantic,Chapel...Temple,75,0
92,Semantic,Chapel...Temple,0,0
93,Semantic,Chapel...Temple,90,1
94,Semantic,Chapel...Temple,25,1
95,Semantic,Chapel...Temple,80,1
96,Semantic,Chapel...Temple,85,0
97,Semantic,Chapel...Temple,40,0
98,Semantic,Chapel...Temple,60,NA
99,Semantic,Chapel...Temple,93,0
100,Semantic,Chapel...Temple,95,1
101,Semantic,Chapel...Temple,90,0
102,Semantic,Chapel...Temple,0,0
103,Semantic,Chapel...Temple,40,NA
104,Semantic,Chapel...Temple,96,1
105,Semantic,Chapel...Temple,100,0
106,Semantic,Chapel...Temple,NA,1
107,Semantic,Chapel...Temple,65,0
108,Semantic,Chapel...Temple,75,0
109,Semantic,Chapel...Temple,75,0
110,Semantic,Chapel...Temple,75,1
111,Semantic,Chapel...Temple,90,0
112,Semantic,Chapel...Temple,85,1
113,Semantic,Chapel...Temple,90,0
114,Semantic,Chapel...Temple,NA,NA
115,Semantic,Chapel...Temple,60,1
116,Semantic,Chapel...Temple,85,0
117,Semantic,Chapel...Temple,100,1
118,Semantic,Chapel...Temple,80,0
119,Semantic,Chapel...Temple,NA,1
120,Semantic,Chapel...Temple,5,0
121,Semantic,Chapel...Temple,90,1
122,Semantic,Chapel...Temple,95,1
123,Semantic,Chapel...Temple,100,1
124,Semantic,Chapel...Temple,80,0
125,Semantic,Chapel...Temple,70,1
126,Semantic,Chapel...Temple,80,0
127,Semantic,Chapel...Temple,95,0
128,Semantic,Chapel...Temple,100,1
129,Semantic,Chapel...Temple,100,0
130,Semantic,Chapel...Temple,90,1
131,Semantic,Chapel...Temple,80,1
132,Semantic,Chapel...Temple,90,1
133,Semantic,Chapel...Temple,70,NA
314,Semantic,Chapel...Temple,90,0
135,Semantic,Chapel...Temple,NA,NA
136,Semantic,Chapel...Temple,75,1
137,Semantic,Chapel...Temple,50,0
138,Semantic,Chapel...Temple,85,1
139,Semantic,Chapel...Temple,45,NA
140,Semantic,Chapel...Temple,80,NA
141,Semantic,Chapel...Temple,20,1
142,Semantic,Chapel...Temple,80,0
143,Semantic,Chapel...Temple,100,0
144,Semantic,Chapel...Temple,NA,NA
145,Semantic,Chapel...Temple,90,1
146,Semantic,Chapel...Temple,90,1
147,Associative,Chapel...Temple,50,1
148,Associative,Chapel...Temple,40,1
149,Associative,Chapel...Temple,100,0
150,Associative,Chapel...Temple,70,1
151,Associative,Chapel...Temple,56,NA
152,Associative,Chapel...Temple,78,NA
153,Associative,Chapel...Temple,90,0
154,Associative,Chapel...Temple,89,0
155,Associative,Chapel...Temple,NA,0
156,Associative,Chapel...Temple,80,1
157,Associative,Chapel...Temple,35,0
158,Associative,Chapel...Temple,100,0
159,Associative,Chapel...Temple,90,0
160,Associative,Chapel...Temple,100,0
161,Associative,Chapel...Temple,68,0
162,Associative,Chapel...Temple,75,1
163,Associative,Chapel...Temple,70,1
164,Associative,Chapel...Temple,25,0
165,Associative,Chapel...Temple,70,0
166,Associative,Chapel...Temple,0,0
167,Associative,Chapel...Temple,100,0
168,Associative,Chapel...Temple,98,0
169,Associative,Chapel...Temple,80,1
170,Associative,Chapel...Temple,70,0
171,Associative,Chapel...Temple,40,1
172,Associative,Chapel...Temple,100,1
173,Associative,Chapel...Temple,80,0
174,Associative,Chapel...Temple,80,1
175,Associative,Chapel...Temple,80,1
176,Associative,Chapel...Temple,25,1
177,Associative,Chapel...Temple,100,0
178,Associative,Chapel...Temple,100,NA
179,Associative,Chapel...Temple,70,0
180,Associative,Chapel...Temple,60,0
181,Associative,Chapel...Temple,20,1
182,Associative,Chapel...Temple,80,0
183,Associative,Chapel...Temple,95,NA
184,Associative,Chapel...Temple,80,0
185,Associative,Chapel...Temple,10,0
186,Associative,Chapel...Temple,40,1
187,Associative,Chapel...Temple,100,1
188,Associative,Chapel...Temple,20,1
189,Associative,Chapel...Temple,76,1
190,Associative,Chapel...Temple,70,1
191,Associative,Chapel...Temple,80,1
192,Associative,Chapel...Temple,45,0
193,Associative,Chapel...Temple,NA,1
194,Associative,Chapel...Temple,90,1
195,Associative,Chapel...Temple,30,1
196,Associative,Chapel...Temple,50,1
197,Associative,Chapel...Temple,NA,NA
198,Associative,Chapel...Temple,50,0
199,Associative,Chapel...Temple,20,1
200,Associative,Chapel...Temple,90,0
201,Associative,Chapel...Temple,10,1
202,Associative,Chapel...Temple,25,0
203,Associative,Chapel...Temple,100,0
204,Associative,Chapel...Temple,10,1
205,Associative,Chapel...Temple,50,0
206,Associative,Chapel...Temple,80,NA
207,Associative,Chapel...Temple,90,1
208,Associative,Chapel...Temple,30,0
209,Associative,Chapel...Temple,99,0
210,Associative,Chapel...Temple,30,1
211,Associative,Chapel...Temple,12,1
212,Associative,Chapel...Temple,40,1
213,Associative,Chapel...Temple,18,1
214,Associative,Chapel...Temple,75,1
215,Associative,Chapel...Temple,40,1
216,Associative,Chapel...Temple,70,1
217,Associative,Chapel...Temple,70,0
218,Associative,Chapel...Temple,20,0
219,Associative,Chapel...Temple,80,0
220,Associative,Chapel...Temple,50,0
221,Associative,Chapel...Temple,40,1
1,Thematic,Wear...Dress,10,1
2,Thematic,Wear...Dress,100,0
3,Thematic,Wear...Dress,75,1
4,Thematic,Wear...Dress,60,0
5,Thematic,Wear...Dress,NA,NA
6,Thematic,Wear...Dress,50,1
7,Thematic,Wear...Dress,52,1
8,Thematic,Wear...Dress,80,1
9,Thematic,Wear...Dress,90,1
10,Thematic,Wear...Dress,90,0
11,Thematic,Wear...Dress,100,1
12,Thematic,Wear...Dress,70,1
13,Thematic,Wear...Dress,60,1
14,Thematic,Wear...Dress,90,1
15,Thematic,Wear...Dress,84,0
16,Thematic,Wear...Dress,50,0
17,Thematic,Wear...Dress,30,NA
18,Thematic,Wear...Dress,50,1
19,Thematic,Wear...Dress,80,0
20,Thematic,Wear...Dress,95,1
21,Thematic,Wear...Dress,40,NA
22,Thematic,Wear...Dress,65,0
23,Thematic,Wear...Dress,75,0
24,Thematic,Wear...Dress,65,0
25,Thematic,Wear...Dress,62,1
26,Thematic,Wear...Dress,65,0
27,Thematic,Wear...Dress,40,0
28,Thematic,Wear...Dress,100,1
29,Thematic,Wear...Dress,40,1
30,Thematic,Wear...Dress,75,0
31,Thematic,Wear...Dress,75,0
32,Thematic,Wear...Dress,100,1
33,Thematic,Wear...Dress,70,1
34,Thematic,Wear...Dress,55,1
35,Thematic,Wear...Dress,65,1
36,Thematic,Wear...Dress,60,1
37,Thematic,Wear...Dress,80,1
38,Thematic,Wear...Dress,100,1
39,Thematic,Wear...Dress,30,1
40,Thematic,Wear...Dress,90,1
41,Thematic,Wear...Dress,89,1
42,Thematic,Wear...Dress,80,0
43,Thematic,Wear...Dress,NA,1
44,Thematic,Wear...Dress,20,1
45,Thematic,Wear...Dress,75,1
46,Thematic,Wear...Dress,40,1
47,Thematic,Wear...Dress,95,1
48,Thematic,Wear...Dress,60,1
49,Thematic,Wear...Dress,90,1
50,Thematic,Wear...Dress,80,1
51,Thematic,Wear...Dress,75,1
52,Thematic,Wear...Dress,60,0
53,Thematic,Wear...Dress,90,0
54,Thematic,Wear...Dress,20,1
55,Thematic,Wear...Dress,50,1
56,Thematic,Wear...Dress,65,1
57,Thematic,Wear...Dress,40,1
58,Thematic,Wear...Dress,90,1
59,Thematic,Wear...Dress,80,1
60,Thematic,Wear...Dress,100,1
61,Thematic,Wear...Dress,75,1
62,Thematic,Wear...Dress,90,1
63,Thematic,Wear...Dress,60,1
64,Thematic,Wear...Dress,100,1
65,Thematic,Wear...Dress,55,1
66,Thematic,Wear...Dress,80,1
67,Thematic,Wear...Dress,20,1
68,Thematic,Wear...Dress,70,0
69,Thematic,Wear...Dress,70,1
70,Thematic,Wear...Dress,45,1
71,Thematic,Wear...Dress,90,0
72,Thematic,Wear...Dress,100,0
73,Thematic,Wear...Dress,80,1
74,Thematic,Wear...Dress,13,1
75,Thematic,Wear...Dress,100,1
76,Thematic,Wear...Dress,0,1
77,Thematic,Wear...Dress,60,1
78,Thematic,Wear...Dress,10,0
79,Semantic,Wear...Dress,60,0
80,Semantic,Wear...Dress,40,1
81,Semantic,Wear...Dress,35,1
82,Semantic,Wear...Dress,45,0
83,Semantic,Wear...Dress,80,1
84,Semantic,Wear...Dress,45,NA
85,Semantic,Wear...Dress,80,0
86,Semantic,Wear...Dress,NA,0
87,Semantic,Wear...Dress,60,1
88,Semantic,Wear...Dress,60,1
89,Semantic,Wear...Dress,NA,1
90,Semantic,Wear...Dress,NA,NA
