Partno,Judgment,Word Pair,Judged Value,Recall,COS,LSA,FSG,QSS.1,QCON.1,HAL.1,LogHAL.1,Subtlex.1,LogSub.1,Length.1,POS.1,Ortho.1,Phono.1,Phonemes.1,Syllables.1,Morphemes.1,AOA.1,Valence.1,Imageability.1,Familiarity.1,QCON.2,HAL.2,LogHAL.2,Subtlex.2,LogSub.2,Length.2,POS.2,Ortho.2,Phono.2,Phonemes.2,Syllables.2,Morphemes.2,AOA.2,Valence.2,Imageability.2,Familiarity.2,TSS.2,FSS.1,FSS.2,COSC.1,COSC.2
78,Thematic,Talk...Speak,40,0,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
79,Semantic,Talk...Speak,100,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
80,Semantic,Talk...Speak,100,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
81,Semantic,Talk...Speak,95,0,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
82,Semantic,Talk...Speak,85,0,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
83,Semantic,Talk...Speak,100,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
84,Semantic,Talk...Speak,60,NA,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
85,Semantic,Talk...Speak,80,0,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
86,Semantic,Talk...Speak,NA,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
87,Semantic,Talk...Speak,100,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
88,Semantic,Talk...Speak,95,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
89,Semantic,Talk...Speak,100,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
90,Semantic,Talk...Speak,NA,NA,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
91,Semantic,Talk...Speak,50,0,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
92,Semantic,Talk...Speak,99,0,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
93,Semantic,Talk...Speak,100,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
94,Semantic,Talk...Speak,25,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
95,Semantic,Talk...Speak,100,0,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
96,Semantic,Talk...Speak,100,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
97,Semantic,Talk...Speak,100,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
98,Semantic,Talk...Speak,95,NA,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
99,Semantic,Talk...Speak,89,0,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
100,Semantic,Talk...Speak,100,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
101,Semantic,Talk...Speak,100,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
102,Semantic,Talk...Speak,100,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
103,Semantic,Talk...Speak,40,0,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
104,Semantic,Talk...Speak,100,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
105,Semantic,Talk...Speak,100,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
106,Semantic,Talk...Speak,NA,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
107,Semantic,Talk...Speak,55,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
108,Semantic,Talk...Speak,45,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
109,Semantic,Talk...Speak,85,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
110,Semantic,Talk...Speak,95,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
111,Semantic,Talk...Speak,100,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
112,Semantic,Talk...Speak,90,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
113,Semantic,Talk...Speak,95,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
114,Semantic,Talk...Speak,NA,NA,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
115,Semantic,Talk...Speak,100,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
116,Semantic,Talk...Speak,100,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
117,Semantic,Talk...Speak,100,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
118,Semantic,Talk...Speak,90,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
119,Semantic,Talk...Speak,NA,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
120,Semantic,Talk...Speak,5,0,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
121,Semantic,Talk...Speak,100,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
122,Semantic,Talk...Speak,100,0,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
123,Semantic,Talk...Speak,99,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
124,Semantic,Talk...Speak,100,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
125,Semantic,Talk...Speak,85,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
126,Semantic,Talk...Speak,90,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
127,Semantic,Talk...Speak,95,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
128,Semantic,Talk...Speak,100,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
129,Semantic,Talk...Speak,0,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
130,Semantic,Talk...Speak,100,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
131,Semantic,Talk...Speak,100,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
132,Semantic,Talk...Speak,90,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
133,Semantic,Talk...Speak,95,NA,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
314,Semantic,Talk...Speak,98,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
135,Semantic,Talk...Speak,NA,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
136,Semantic,Talk...Speak,90,0,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
137,Semantic,Talk...Speak,50,0,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
138,Semantic,Talk...Speak,95,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
139,Semantic,Talk...Speak,67,NA,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
140,Semantic,Talk...Speak,60,NA,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
141,Semantic,Talk...Speak,100,0,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
142,Semantic,Talk...Speak,90,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
143,Semantic,Talk...Speak,100,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
144,Semantic,Talk...Speak,NA,NA,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
145,Semantic,Talk...Speak,90,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
146,Semantic,Talk...Speak,70,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
147,Associative,Talk...Speak,100,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
148,Associative,Talk...Speak,100,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
149,Associative,Talk...Speak,100,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
150,Associative,Talk...Speak,85,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
151,Associative,Talk...Speak,65,NA,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
152,Associative,Talk...Speak,65,NA,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
153,Associative,Talk...Speak,100,0,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
154,Associative,Talk...Speak,95,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
155,Associative,Talk...Speak,NA,0,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
156,Associative,Talk...Speak,100,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
157,Associative,Talk...Speak,85,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
158,Associative,Talk...Speak,80,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
159,Associative,Talk...Speak,80,0,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
160,Associative,Talk...Speak,100,0,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
161,Associative,Talk...Speak,49,0,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
162,Associative,Talk...Speak,100,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
163,Associative,Talk...Speak,90,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
164,Associative,Talk...Speak,100,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
165,Associative,Talk...Speak,100,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
166,Associative,Talk...Speak,100,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
167,Associative,Talk...Speak,100,0,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
168,Associative,Talk...Speak,84,0,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
169,Associative,Talk...Speak,90,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
170,Associative,Talk...Speak,100,0,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
171,Associative,Talk...Speak,70,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
172,Associative,Talk...Speak,100,1,0.764854431,0.478196,0.206,18,4.18,91547,11.42,855,4.64,4,VB,11,28,3,1,1,3.68,6.64,5.02,6.75,4.15,53714,10.89,187.18,3.98,5,VB,4,12,4,1,1,3.56,5.91,4.81,6.52,16,31,33,30,58
